,Title,Year,Source,Authors,Class,topic
916,A Scalable Parallel Algorithm for Balanced Sampling (Student Abstract),2022,AAAI,"Alexander Lee, Stefan Walzer-Goldfeld, Shukry Zablah, Matteo Riondato",STUDENT ABSTRACT AND POSTER PROGRAM,
917,Bi-CMR: Bidirectional Reinforcement Guided Hashing for Effective Cross-Modal Retrieval,2022,AAAI,"Tieying Li, Xiaochun Yang, Bin Wang, Chong Xi, Hanzhong Zheng, Xiangmin Zhou",MAIN TRACK,reinforcement learning
918,Facilitating Human-Wildlife Cohabitation through Conflict Prediction,2022,AAAI,"Susobhan Ghosh, Pradeep Varakantham, Aniket Bhatkhande, Tamanna Ahmad, Anish Andheria, Wenjun Li, Aparna Taneja, Divy Thakkar, Milind Tambe",MAIN TRACK,
919,Combating Sampling Bias: A Self-Training Method in Credit Risk Models,2022,AAAI,"Jingxian Liao, Wei Wang, Jason Xue, Anthony Lei, Xue Han, Kun Lu",STUDENT ABSTRACT AND POSTER PROGRAM,
920,Stochastic Goal Recognition Design Problems with Suboptimal Agents,2022,AAAI,"Christabel Wayllace, William Yeoh",MAIN TRACK,reinforcement learning
921,Locality Matters: A Scalable Value Decomposition Approach for Cooperative Multi-Agent Reinforcement Learning,2022,AAAI,"Roy Zohar, Shie Mannor, Guy Tennenholtz",MAIN TRACK,reinforcement learning/multi-agent
922,Hybrid Deep Learning Model for Fake News Detection in Social Networks (Student Abstract),2022,AAAI,"Bibek Upadhayay, Vahid Behzadan",STUDENT ABSTRACT AND POSTER PROGRAM,
923,Sequence Level Contrastive Learning for Text Summarization,2022,AAAI,"Shusheng Xu, Xingxing Zhang, Yi Wu, Furu Wei",MAIN TRACK,contrastive learning
924,Semantic Feature Discovery with Code Mining and Semantic Type Detection,2022,AAAI,"Kavitha Srinivas, Takaaki Tateishi, Daniel Karl I. Weidele, Udayan Khurana, Horst Samulowitz, Toshihiro Takahashi, Dakuo Wang, Lisa Amini",DEMONSTRATIONS,
925,Channelized Axial Attention - Considering Channel Relation within Spatial Attention for Semantic Segmentation,2022,AAAI,"Ye Huang, Di Kang, Wenjing Jia, Liu Liu, Xiangjian He",MAIN TRACK,transformer/segmentation
926,MS-HGAT: Memory-Enhanced Sequential Hypergraph Attention Network for Information Diffusion Prediction,2022,AAAI,"Ling Sun, Yuan Rao, Xiangbo Zhang, Yuqian Lan, Shuanghe Yu",MAIN TRACK,graph/transformer
927,Fine-Grained Urban Flow Inference via Normalizing Flow (Student Abstract),2022,AAAI,"Haoyang Yu, Xovee Xu, Ting Zhong, Fan Zhou",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST,zero_few-shot/inference/flow
928,New Results in Bounded-Suboptimal Search,2022,AAAI,"Maximilian Fickert, Tianyi Gu, Wheeler Ruml",MAIN TRACK,
929,Learning Robust Policy Against Disturbance in Transition Dynamics via State-Conservative Policy Optimization,2022,AAAI,"Yufei Kuang, Miao Lu, Jie Wang, Qi Zhou, Bin Li, Houqiang Li",MAIN TRACK,optimization
930,Stability Verification in Stochastic Control Systems via Neural Network Supermartingales,2022,AAAI,"Mathias Lechner, Đorđe Žikelić, Krishnendu Chatterjee, Thomas A. Henzinger",MAIN TRACK,
931,How Good Are Low-Rank Approximations in Gaussian Process Regression?,2022,AAAI,"Constantinos Daskalakis, Petros Dellaportas, Aristeidis Panos",MAIN TRACK,zero_few-shot/low-rank
932,Multiple-Source Domain Adaptation via Coordinated Domain Encoders and Paired Classifiers,2022,AAAI,Payam Karisani,MAIN TRACK,
933,Boost Supervised Pretraining for Visual Transfer Learning: Implications of Self-Supervised Contrastive Representation Learning,2022,AAAI,"Jinghan Sun, Dong Wei, Kai Ma, Liansheng Wang, Yefeng Zheng",MAIN TRACK,zero_few-shot/representation/contrastive learning/transfer learning
934,Gaussian Process Bandits with Aggregated Feedback,2022,AAAI,"Mengyan Zhang, Russell Tsuchida, Cheng Soon Ong",MAIN TRACK,
935,ZINB-Based Graph Embedding Autoencoder for Single-Cell RNA-Seq Interpretations,2022,AAAI,"Zhuohan Yu, Yifu Lu, Yunhe Wang, Fan Tang, Ka-Chun Wong, Xiangtao Li",MAIN TRACK,graph
936,Ensemble Semi-Supervised Entity Alignment via Cycle-Teaching,2022,AAAI,"Kexuan Xin, Zequn Sun, Wen Hua, Bing Liu, Wei Hu, Jianfeng Qu, Xiaofang Zhou",MAIN TRACK,
937,Entailment Relation Aware Paraphrase Generation,2022,AAAI,"Abhilasha Sancheti, Rachel Rudinger, Balaji Vasan Srinivasan",MAIN TRACK,generative model
938,MVG: Multi-view Graph Representation Learning for Programming Language Processing,2022,AAAI,"Ting Long, Yutong Xie, Xianyu Chen, Weinan Zhang, Qinxiang Cao, Yong Yu",MAIN TRACK,graph/representation/multi-view
939,Learning Aligned Cross-Modal Representation for Generalized Zero-Shot Classification,2022,AAAI,"Zhiyu Fang, Xiaobin Zhu, Chun Yang, Zheng Han, Xu-Cheng Yin, Jingyan Qin",MAIN TRACK,zero_few-shot/representation
940,Natural Black-Box Adversarial Examples Against Deep Reinforcement Learning,2022,AAAI,"Mengran Yu, Shiliang Sun",MAIN TRACK,reinforcement learning
941,Unsupervised Underwater Image Restoration: From a Homology Perspective,2022,AAAI,"Zhenqi Fu, Huangxing Lin, Yan Yang, Shu Chai, Liyan Sun, Yue Huang, Xinghao Ding",MAIN TRACK,
942,Fusing task-oriented and open-domain dialogues in conversational agents,2022,AAAI,"Tom Young, Frank Xing, Vlad Pandelea, Jinjie Ni, Erik Cambria",MAIN TRACK,reinforcement learning
943,Resistance Training Using Prior Bias: Toward Unbiased Scene Graph Generation,2022,AAAI,"Chao Chen, Yibing Zhan, Baosheng Yu, Liu Liu, Yong Luo, Bo Du",MAIN TRACK,graph/generative model
944,Adaptive Safe Behavior Generation for Heterogeneous Autonomous Vehicles Using Parametric-Control Barrier Functions (Student Abstract),2022,AAAI,"Yiwei Lyu, Wenhao Luo, John Dolan",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST,generative model/adaptive/metric
945,Knowledge-Enhanced Scene Graph Generation with Multimodal Relation Alignment (Student Abstract),2022,AAAI,"Ze Fu, Junhao Feng, Changmeng Zheng, Yi Cai",STUDENT ABSTRACT AND POSTER PROGRAM,graph/generative model/multimodal
946,Polygon-to-Polygon Distance Loss for Rotated Object Detection,2022,AAAI,"Yang Yang, Jifeng Chen, Xiaopin Zhong, Yuanlong Deng",MAIN TRACK,
947,Offline Reinforcement Learning as Anti-Exploration,2022,AAAI,"Shideh Rezaeifar, Robert Dadashi, Nino Vieillard, Léonard Hussenot, Olivier Bachem, Olivier Pietquin, Matthieu Geist",MAIN TRACK,reinforcement learning
948,CAISE: Conversational Agent for Image Search and Editing,2022,AAAI,"Hyounghun Kim, Doo Soon Kim, Seunghyun Yoon, Franck Dernoncourt, Trung Bui, Mohit Bansal",MAIN TRACK,reinforcement learning
949,Controlling the Spread of Two Secrets in Diverse Social Networks (Student Abstract),2022,AAAI,"V√°clav Bla≈æej, Du≈°an Knop, ≈†imon Schierreich",STUDENT ABSTRACT AND POSTER PROGRAM,
950,FactorVAE: A Probabilistic Dynamic Factor Model Based on Variational Autoencoder for Predicting Cross-Sectional Stock Returns,2022,AAAI,"Yitong Duan, Lei Wang, Qizhong Zhang, Jian Li",MAIN TRACK,
951,Explainable and Local Correction of Classification Models Using Decision Trees,2022,AAAI,"Hirofumi Suzuki, Hiroaki Iwashita, Takuya Takagi, Keisuke Goto, Yuta Fujishige, Satoshi Hara",MAIN TRACK,
952,Implicit Gradient Alignment in Distributed and Federated Learning,2022,AAAI,"Yatin Dandi, Luis Barba, Martin Jaggi",MAIN TRACK,federated learning
953,Transformer Uncertainty Estimation with Hierarchical Stochastic Attention,2022,AAAI,"Jiahuan Pei, Cheng Wang, Gyorgy Szarvas",MAIN TRACK,transformer
954,Unpaired Multi-Domain Stain Transfer for Kidney Histopathological Images,2022,AAAI,"Yiyang Lin, Bowei Zeng, Yifeng Wang, Yang Chen, Zijie Fang, Jian Zhang, Xiangyang Ji, Haoqian Wang, Yongbing Zhang",MAIN TRACK,transfer learning
955,Meta Label Propagation for Few-Shot Semi-Supervised Learning on Graphs,2022,AAAI,"Kaize Ding, Jianling Wang, James Caverlee, Huan Liu",MAIN TRACK,graph/meta-learning
956,An Emotion-Based Multi-Task Approach to Fake News Detection (Student Abstract),2022,AAAI,"Arjun Choudhry, Inder Khatri, Minni Jain",STUDENT ABSTRACT AND POSTER PROGRAM,multi-task
957,Coordinating Momenta for Cross-Silo Federated Learning,2022,AAAI,"An Xu, Heng Huang",MAIN TRACK,federated learning
958,SmartIdx: Reducing Communication Cost in Federated Learning by Exploiting the CNNs Structures,2022,AAAI,"Donglei Wu, Xiangyu Zou, Shuyu Zhang, Haoyu Jin, Wen Xia, Binxing Fang",MAIN TRACK,federated learning
959,Reducing Energy Consumption of Pressure Sensor Calibration Using Polynomial HyperNetworks with Fourier Features,2022,AAAI,"Muhammad Sarmad, Mishal Fatima, Jawad Tayyub",AI FOR SOCIAL IMPACT TRACK,
960,Highlighting Object Category Immunity for the Generalization of Human-Object Interaction Detection,2022,AAAI,"Xinpeng Liu, Yong-Lu Li, Cewu Lu",MAIN TRACK,
961,Beach' to 'Bitch': Inadvertent Unsafe Transcription of Kids' Content on YouTube,2022,AAAI,"Krithika Ramesh, Ashiqur KhudaBukhsh, Sumeet Kumar",AI FOR SOCIAL IMPACT TRACK,
962,Geotagging Social Media Posts to Landmarks Using Hierarchical BERT (Student Abstract),2022,AAAI,"Menglin Li, Kwan Hui Lim",STUDENT ABSTRACT AND POSTER PROGRAM,transformer
963,Pose Adaptive Dual Mixup for Few-Shot Single-View 3D Reconstruction,2022,AAAI,"Ta-Ying Cheng, Hsuan-ru Yang, Niki Trigoni, Hwann-Tzong Chen, Tyng-Luh Liu",MAIN TRACK,adaptive
964,Zeroth-Order Optimization for Composite Problems with Functional Constraints,2022,AAAI,"Zichong Li, Pin-Yu Chen, Sijia Liu, Songtao Lu, Yangyang Xu",MAIN TRACK,optimization
965,TransMEF: A Transformer-Based Multi-Exposure Image Fusion Framework Using Self-Supervised Multi-Task Learning,2022,AAAI,"Linhao Qu, Shaolei Liu, Manning Wang, Zhijian Song",MAIN TRACK,zero_few-shot/transformer/multi-task
966,Contrast-Enhanced Semi-Supervised Text Classification with Few Labels,2022,AAAI,"Austin Cheng-Yun Tsai, Sheng-Ya Lin, Li-Chen Fu",MAIN TRACK,
967,Text Revision by On-the-Fly Representation Optimization,2022,AAAI,"Jingjing Li, Zichao Li, Tao Ge, Irwin King, Michael R. Lyu",MAIN TRACK,optimization/representation
968,Preparing High School Teachers to Integrate AI Methods into STEM Classrooms,2022,AAAI,"Irene Lee, Beatriz Perret Gentil Paris",MAIN TRACK,
969,Pale Transformer: A General Vision Transformer Backbone with Pale-Shaped Attention,2022,AAAI,"Sitong Wu, Tianyi Wu, Haoru Tan, Guodong Guo",MAIN TRACK,transformer
970,An Algorithmic Theory of Markets and Their Application to Decentralized Markets,2022,AAAI,Denizalp Goktas,DOCTORAL CONSORTIUM,
971,Encoding Multi-Valued Decision Diagram Constraints as Binary Constraint Trees,2022,AAAI,"Ruiwei Wang, Roland H. C. Yap",MAIN TRACK,optimization
972,Fully Attentional Network for Semantic Segmentation,2022,AAAI,"Qi Song, Jie Li, Chenghong Li, Hao Guo, Rui Huang",MAIN TRACK,transformer/segmentation
973,Efficient Virtual View Selection for 3D Hand Pose Estimation,2022,AAAI,"Jian Cheng, Yanguang Wan, Dexin Zuo, Cuixia Ma, Jian Gu, Ping Tan, Hongan Wang, Xiaoming Deng*, Yinda Zhang",MAIN TRACK,
974,Graph Filtration Kernels,2022,AAAI,"Till H. Schulz, Pascal Welke, Stefan Wrobel",MAIN TRACK,graph
975,Tailor Versatile Multi-Modal Learning for Multi-Label Emotion Recognition,2022,AAAI,"Yi Zhang, Mingyuan Chen, Jundong Shen, Chongjun Wang",MAIN TRACK,multimodal
976,STEM: Unsupervised STructural EMbedding for Stance Detection,2022,AAAI,"Ron Korenblum Pick, Vladyslav Kozhukhov, Dan Vilenchik, Oren Tsur",MAIN TRACK,
977,GRU4RecBE: A Hybrid Session-Based Movie Recommendation System (Student Abstract),2022,AAAI,"Michael Potter, Hamlin Liu, Yash Lala, Christian Loanzon, Yizhou Sun",STUDENT ABSTRACT AND POSTER PROGRAM,
978,Generalization in Mean Field Games by Learning Master Policies,2022,AAAI,"Sarah Perrin, Mathieu Lauriere, Julien Perolat, Romuald Elie, Matthieu Geist, Olivier Pietquin",MAIN TRACK,
979,TA2N: Two-Stage Action Alignment Network for Few-Shot Action Recognition,2022,AAAI,"Shuyuan Li, Huabin Liu, Rui Qian, Yuxi Li, John See, Mengjuan Fei, Xiaoyuan Yu, Weiyao Lin",MAIN TRACK,
980,Powering Finetuning in Few-shot Learning: Domain-Agnostic Bias Reduction with Selected Sampling,2022,AAAI,"Ran Tao, Han Zhang, Yutong Zheng, Marios Savvides",MAIN TRACK,zero_few-shot
981,Conditional Local Convolution for Spatio-Temporal Meteorological Forecasting,2022,AAAI,"Haitao Lin, Zhangyang Gao, yongjie xu, Lirong Wu, Ling Li, Stan Z. Li",MAIN TRACK,
982,The King is Naked: On the Notion of Robustness for Natural Language Processing,2022,AAAI,"Emanuele La Malfa, Marta Kwiatkowska",MAIN TRACK,
983,ReforesTree: A Dataset for Estimating Tropical Forest Carbon Stock with Deep Learning and Aerial Imagery,2022,AAAI,"Gyri Reiersen, David Dao, Björn Lütjens, Konstantin Klemmer, Kenza Amara, Attila Steinegger, Ce Zhang, Xiaoxiang Zhu",AI FOR SOCIAL IMPACT TRACK,
984,OVIS: Open-Vocabulary Visual Instance Search via Visual-Semantic Aligned Representation Learning,2022,AAAI,"Sheng Liu, Kevin Lin, Lijuan Wang, Junsong Yuan, Zicheng Liu",MAIN TRACK,representation
985,Lower Bounds on Intermediate Results in Bottom-Up Knowledge Compilation,2022,AAAI,"Alexis de Colnet, Stefan Mengel",MAIN TRACK,zero_few-shot
986,MWPToolkit: An Open-Source Framework for Deep Learning-Based Math Word Problem Solvers,2022,AAAI,"Yihuai Lan, Lei Wang, Qiyuan Zhang, Yunshi Lan, Bing Tian Dai, Yan Wang, Dongxiang Zhang, Ee-Peng Lim",DEMONSTRATIONS,
987,Complementary Attention Gated Network for Pedestrian Trajectory Prediction,2022,AAAI,"Jinghai Duan, Le Wang, Chengjiang Long, Sanping Zhou, Fang Zheng, Liushuai Shi, Gang Hua",MAIN TRACK,transformer
988,AlphaHoldem: High-Performance Artificial Intelligence for Heads-Up No-Limit Poker via End-to-End Reinforcement Learning,2022,AAAI,"Enmin Zhao, Renye Yan, Institute of Automation, Chinese Academy of Sciences)Institute of Automation, Chinese Academy of Sciences；School of artificial intelligence, University of Chinese Academy of Sciences)Institute of Automation, Chinese Academy of Sciences)Institute of Automation, Chinese Academy of Sciences)*",MAIN TRACK,reinforcement learning
989,Coarse-to-Fine Generative Modeling for Graphic Layouts,2022,AAAI,"Zhaoyun Jiang, Shizhao Sun, Jihua Zhu, Jian-Guang Lou, Dongmei Zhang",MAIN TRACK,graph/generative model
990,Sharp Restricted Isometry Property Bounds for Low-Rank Matrix Recovery Problems with Corrupted Measurements,2022,AAAI,"Ziye Ma, Yingjie Bi, Javad Lavaei, Somayeh Sojoudi",MAIN TRACK,zero_few-shot/low-rank
991,Shaping Noise for Robust Attributions in Neural Stochastic Differential Equations,2022,AAAI,"Sumit Kumar Jha, Rickard Ewetz, Alvaro Velasquez, Arvind Ramanathan, Susmit Jha",MAIN TRACK,
992,ELMA: Energy-Based Learning for Multi-Agent Activity Forecasting,2022,AAAI,"Yuke Li, Pin Wang, Lixiong Chen, Zheng Wang, Ching-Yao Chan",MAIN TRACK,reinforcement learning/multi-agent
993,A Label Dependence-aware Sequence Generation Model for Multi-level Implicit Discourse Relation Recognition,2022,AAAI,"Changxing Wu, Liuwen Cao, Yubin Ge, Yang Liu, Min Zhang, Jinsong Su",MAIN TRACK,generative model
994,Barely-Supervised Learning: Semi-Supervised Learning with very few Labeled Images,2022,AAAI,"Thomas Lucas, Philippe Weinzaepfel, Gregory Rogez",MAIN TRACK,
995,Memory-Based Jitter: Improving Visual Recognition on Long-Tailed Data with Diversity In Memory,2022,AAAI,"Jialun Liu, Wenhui Li, Yifan Sun",MAIN TRACK,
996,Active Boundary Loss for Semantic Segmentation,2022,AAAI,"Chi Wang, Yunke Zhang, Miaomiao Cui, Peiran Ren, Yin Yang, Xuansong Xie, Xian-Sheng Hua, Hujun Bao, Weiwei Xu",MAIN TRACK,active learning/segmentation
997,Spiking Neural Networks with Improved Inherent Recurrence Dynamics for Sequential Learning,2022,AAAI,"Wachirawit Ponghiran, Kaushik Roy",MAIN TRACK,
998,Dual Decoupling Training for Semi-Supervised Object Detection with Noise-Bypass Head,2022,AAAI,"Shida Zheng, Chenshu Chen, Xiaowei Cai, Tingqun Ye, Wenming Tan",MAIN TRACK,
999,GenCo: Generative Co-Training for Generative Adversarial Networks with Limited Data,2022,AAAI,"Kaiwen Cui, Jiaxing Huang, Zhipeng Luo, Gongjie Zhang, Fangneng Zhan, Shijian Lu",MAIN TRACK,generative model
1000,UFPMP-Det:Toward Accurate and Efficient Object Detection on Drone Imagery,2022,AAAI,"Yecheng Huang, Jiaxin Chen, Di Huang",MAIN TRACK,
1001,CCA: An ML Pipeline for Cloud Anomaly Troubleshooting,2022,AAAI,"Lili Georgieva, Ioana Giurgiu, Serge Monney, Haris Pozidis, Viviane Potocnik, Mitch Gusat",DEMONSTRATIONS,
1002,Multi-Modal Perception Attention Network with Self-Supervised Learning for Audio-Visual Speaker Tracking,2022,AAAI,"Yidi Li, Hong Liu, Hao Tang",MAIN TRACK,zero_few-shot/transformer/multimodal
1003,Learning from the Dark: Boosting Graph Convolutional Neural Networks with Diverse Negative Samples,2022,AAAI,"Wei Duan, Junyu Xuan, Maoying Qiao, Jie Lu",MAIN TRACK,graph
1004,SGEITL: Scene Graph Enhanced Image-Text Learning for Visual Commonsense Reasoning,2022,AAAI,"Zhecan Wang, Haoxuan You, Liunian Harold Li, Alireza Zareian, Suji Park, Yiqing Liang, Kai-Wei Chang, Shih-Fu Chang",MAIN TRACK,graph
1005,Reinforcement Learning with Stochastic Reward Machines,2022,AAAI,"Jan Corazza, Ivan Gavran, Daniel Neider",MAIN TRACK,reinforcement learning
1006,Dual Task Framework for Improving Persona-Grounded Dialogue Dataset,2022,AAAI,"Minju Kim, Beong-Woo Kwak, Youngwook Kim, Hong-In Lee, Seung-Won Hwang, Jinyoung Yeo",MAIN TRACK,
1007,PRISM: A Rich Class of Parameterized Submodular Information Measures for Guided Data Subset Selection,2022,AAAI,"Suraj Kothawade, Vishal Kaushal, Ganesh Ramakrishnan, Jeff Bilmes, Rishabh Iyer",MAIN TRACK,
1008,Subset Approximation of Pareto Regions with Bi-Objective A*,2022,AAAI,"Jorge A. Baier, Carlos Hernández, Nicolás Rivera",MAIN TRACK,
1009,Constrained Prescriptive Trees via Column Generation,2022,AAAI,"Shivaram Subramanian, Wei Sun, Youssef Drissi, Markus Ettl",MAIN TRACK,optimization/generative model
1010,Shape-Adaptive Selection and Measurement for Oriented Object Detection,2022,AAAI,"Liping Hou, Ke Lu, Jian Xue, Yuqiu Li",MAIN TRACK,adaptive
1011,DeepThermal: Combustion Optimization for Thermal Power Generating Units Using Offline Reinforcement Learning,2022,AAAI,"Xianyuan Zhan, Haoran Xu, Yue Zhang, Xiangyu Zhu, Honglei Yin, Yu Zheng",MAIN TRACK,reinforcement learning/optimization
1012,Siamese BERT-Based Model for Web Search Relevance Ranking Evaluated on a New Czech Dataset,2022,AAAI,"Matƒõj Koci√°n, Jakub N√°plava, Daniel ≈†tancl, Vladim√≠r Kadlec",MAIN TRACK,transformer
1013,On Paraconsistent Belief Revision in LP,2022,AAAI,"Nicolas Schwind, Sébastien Konieczny, Ramón Pino-Pérez",MAIN TRACK,
1014,Micronutrient Deficiency Prediction via Publicly Available Satellite Data,2022,AAAI,"Elizabeth Bondi, Haipeng Chen, Christopher Golden, Nikhil Behari, Milind Tambe",MAIN TRACK,
1015,Retinomorphic Object Detection in Asynchronous Visual Streams,2022,AAAI,"Jianing Li, Xiao Wang, Lin Zhu, Jia Li, Tiejun Huang, Yonghong Tian",MAIN TRACK,
1016,Covered Information Disentanglement: Model Transparency via Unbiased Permutation Importance,2022,AAAI,"João P. B. Pereira, Erik S.G. Stroes, Aeilko H. Zwinderman, Evgeni Levin",MAIN TRACK,
1017,ALP: Data Augmentation Using Lexicalized PCFGs for Few-Shot Text Classification,2022,AAAI,"Hazel Kim, Daecheol Woo, Seong Joon Oh, Jeong-Won Cha, Yo-Sub Han",MAIN TRACK,augmentation
1018,Show Your Faith: Cross-Modal Confidence-Aware Network for Image-Text Matching,2022,AAAI,"Huatian Zhang, Zhendong Mao, Kun Zhang, Yongdong Zhang",MAIN TRACK,
1019,Flexible-Window Predictions on Electronic Health Records,2022,AAAI,"Mehak Gupta, Raphael Poulain, Thao-Ly T. Phan, H. Timothy Bunnell, Rahmatollah Beheshti",MAIN TRACK,
1020,SCIR-Net: Structured Color Image Representation Based 3D Object Detection Network from Point Clouds,2022,AAAI,"Qingdong He, Hao Zeng, Yi Zeng, Yijun Liu",MAIN TRACK,representation
1021,Zero Stability Well Predicts Performance of Convolutional Neural Networks,2022,AAAI,"Liangming Chen, Long Jin, Mingsheng Shang",MAIN TRACK,
1022,AFDetV2: Rethinking the Necessity of the Second Stage for Object Detection from Point Clouds,2022,AAAI,"Yihan Hu, Zhuangzhuang Ding, Runzhou Ge, Wenxin Shao, Li Huang, Kun Li, Qiang Liu",MAIN TRACK,
1023,SVT-Net: Super Light-Weight Sparse Voxel Transformer for Large Scale Place Recognition,2022,AAAI,"Zhaoxin Fan, Zhenbo Song, Hongyan Liu, Zhiwu Lu, Jun He, Xiaoyong Du",MAIN TRACK,transformer/sparse
1024,Event-Aware Multimodal Mobility Nowcasting,2022,AAAI,"Zhaonan Wang, Renhe Jiang, Hao Xue, Flora D. Salim, Xuan Song, Ryosuke Shibasaki",MAIN TRACK,multimodal
