Title,Year,Source,Authors,Class
GeomGCL: Geometric Graph Contrastive Learning for Molecular Property Prediction,2022,AAAI,"Shuangli Li, Jingbo Zhou, Tong Xu, Dejing Dou, Hui Xiong",MAIN TRACK
MOST-GAN: 3D Morphable StyleGAN for Disentangled Face Image Manipulation,2022,AAAI,"Safa C. Medin, Bernhard Egger, Anoop Cherian, Ye Wang, Joshua B. Tenenbaum, Xiaoming Liu, Tim K. Marks",MAIN TRACK
Control-Oriented Model-Based Reinforcement Learning with Implicit Differentiation,2022,AAAI,"Evgenii Nikishin, Romina Abachi, Rishabh Agarwal, Pierre-Luc Bacon",MAIN TRACK
Modeling Abstract Algebra as an OWL Ontology (Student Abstract),2022,AAAI,Michael Vance,STUDENT ABSTRACT AND POSTER PROGRAM
Speeding up the RUL¯ Dynamic-Controllability-Checking Algorithm for Simple Temporal Networks with Uncertainty,2022,AAAI,"Luke Hunsberger, Roberto Posenato",MAIN TRACK
"Diverse, Global and Amortised Counterfactual Explanations for Uncertainty Estimates",2022,AAAI,"Dan Ley, Umang Bhatt, Adrian Weller",MAIN TRACK
fGOT: Graph Distances based on Filters and Optimal Transport,2022,AAAI,"Hermina Petric Maretic, Mireille El Gheche, Giovanni Chierchia, Pascal Frossard",MAIN TRACK
Sample-Efficient Reinforcement Learning via Conservative Model-Based Actor-Critic,2022,AAAI,"Zhihai Wang, Jie Wang, Qi Zhou, Bin Li, Houqiang Li",MAIN TRACK
Learning Disentangled Classification and Localization Representations for Temporal Action Localization,2022,AAAI,"Zixin Zhu, Le Wang, Wei Tang, Ziyi Liu, Nanning Zheng, Gang Hua",MAIN TRACK
Multi-Dimensional Prediction of Guild Health in Online Games: A Stability-Aware Multi-Task Learning Approach,2022,AAAI,"Chuang Zhao, Hongke Zhao, Runze Wu, Qilin Deng, Yu Ding, Jianrong Tao, Changjie Fan",MAIN TRACK
Formula Synthesis in Propositional Dynamic Logic with Shuffle,2022,AAAI,"Sophie Pinchinat, Sasha Rubin, Francois Schwarzentruber",MAIN TRACK
Game Design for Better Security of Combination Locks,2022,AAAI,"Jean Pierre Astudillo Guerra, Karim Ahmed, Ryan Maher, Eddie Ubri, Jeremy Blum",MAIN TRACK
Construct Effective Geometry Aware Feature Pyramid Network for Multi-Scale Object Detection,2022,AAAI,"Jinpeng Dong, Yuhao Huang, Songyi Zhang, Shitao Chen, Nanning Zheng",MAIN TRACK
Deep Translation Prior: Test-Time Training for Photorealistic Style Transfer,2022,AAAI,"Sunwoo Kim, Soohyun Kim, Seungryong Kim",MAIN TRACK
DCAN: Improving Temporal Action Detection via Dual Context Aggregation,2022,AAAI,"Guo Chen, Yin-Dong Zheng, Limin Wang, Tong Lu",MAIN TRACK
Adaptive Global-Local Context Fusion for Multi-Turn Spoken Language Understanding,2022,AAAI,"Thanh Tran, Kai Wei, Weitong Ruan, Ross McGowan, Nathan Susanj, Grant Strimel",MAIN TRACK
Federated Learning for Face Recognition with Gradient Correction,2022,AAAI,"Yifan Niu, Weihong Deng",MAIN TRACK
Locally Private $k$-Means Clustering with Constant Multiplicative Approximation and Near-Optimal Additive Error,2022,AAAI,"Anamay Chaturvedi, Matthew Jones, Huy Lê Nguyễn",MAIN TRACK
Lifelong Person Re-Identification by Pseudo Task Knowledge Preservation,2022,AAAI,"Wenhang Ge, Junlong Du, Ancong Wu, Yuqiao Xian, Ke Yan, Feiyue Huang, Wei-Shi Zheng",MAIN TRACK
EasySM: A Data-Driven Intelligent Decision Support System for Server Merge,2022,AAAI,"Manhu Qu, Jie Huang, Hao Deng, Runze Wu, Xudong Shen, Jianrong Tao, Tangjie Lv",DEMONSTRATIONS
Goal Recognition as Reinforcement Learning,2022,AAAI,"Leonardo Amado, Reuth Mirsky, Felipe Meneguzzi",MAIN TRACK
Label-Efficient Hybrid-Supervised Learning for Medical Image Segmentation,2022,AAAI,"Junwen Pan, Qi Bi, Yanzhan Yang, Pengfei Zhu, Cheng Bian",MAIN TRACK
A Little Charity Guarantees Fair Connected Graph Partitioning,2022,AAAI,"Ioannis Caragiannis, Evi Micha, Nisarg Shah",MAIN TRACK
Supervising Model Attention with Human Explanations for Robust Natural Language Inference,2022,AAAI,"Joe Stacey, Yonatan Belinkov, Marek Rei",MAIN TRACK
Learning Modular Structures That Generalize Out-of-Distribution (Student Abstract),2022,AAAI,"Arjun Ashok, Chaitanya Devaguptapu, Vineeth Balasubramanian",STUDENT ABSTRACT AND POSTER PROGRAM
Dynamic Algorithmic Impact Assessment to Promote an Ethical Use of AI in Businesses,2022,AAAI,Shefeh Mbuy,DOCTORAL CONSORTIUM
Continual Learning Through Retrieval and Imagination,2022,AAAI,"Zhen Wang, Liu Liu, Yiqun Duan, Dacheng Tao",MAIN TRACK
Multi-Agent Reinforcement Learning Controller to Maximize Energy Efficiency for Multi-Generator Industrial Wave Energy Converter,2022,AAAI,"Soumyendu Sarkar, Vineet Gundecha, Alexander Shmakov, Sahand Ghorbanpour, Ashwin Ramesh Babu, Paolo Faraboschi, Mathieu Cocho, Alexandre Pichard, Jonathan Fievez",AI FOR SOCIAL IMPACT TRACK
Block-Skim: Efficient Question Answering for Transformer,2022,AAAI,"Yue Guan, Zhengyi Li, Zhouhan Lin, Yuhao Zhu, Jingwen Leng, Minyi Guo",MAIN TRACK
Learning Optical Flow with Adaptive Graph Reasoning,2022,AAAI,"Ao Luo, Fan Yang, Kunming Luo, Xin Li, Haoqiang Fan, Shuaicheng Liu, Megvii)*",MAIN TRACK
Preemptive Image Robustification for Protecting Users Against Man-in-the-Middle Adversarial Attacks,2022,AAAI,"Seungyong Moon, Gaon An, Hyun Oh Song",MAIN TRACK
Towards Explainable Action Recognition by Salient Qualitative Spatial Object Relation Chains,2022,AAAI,"Hua Hua, Dongxu Li, Ruiqi Li, Peng Zhang, Jochen Renz, Anthony Cohn",MAIN TRACK
Anytime Multi-Agent Path Finding via Machine Learning-Guided Large Neighborhood Search,2022,AAAI,"Taoan Huang, Jiaoyang Li, Sven Koenig, Bistra Dilkina",MAIN TRACK
"Fortunately, Discourse Markers Can Enhance Language Models for Sentiment Analysis",2022,AAAI,"Liat Ein-Dor, Ilya Shnayderman, Artem Spector, Lena Dankin, Ranit Aharonov, Noam Slonim",MAIN TRACK
Transcoded Video Restoration by Temporal Spatial Auxiliary Network,2022,AAAI,"Xu Li, Gang He, Jinjia Zhou, Jie Lei, Weiying Xie, Yunsong Li, Yu-Wing Tai",MAIN TRACK
Improved Gradient Based Adversarial Attacks for Quantized Networks,2022,AAAI,"Kartik Gupta, Thalaiyasingam Ajanthan",MAIN TRACK
Reliability Exploration with Self-Ensemble Learning for Domain Adaptive Person Re-Identification,2022,AAAI,"Zongyi Li, Yuxuan Shi, Hefei Ling, Jiazhong Chen, Qian Wang, Fengfan Zhou",MAIN TRACK
Evaluating Explainable AI on a Multi-Modal Medical Imaging Task: Can Existing Algorithms Fulfill Clinical Requirements?,2022,AAAI,"Weina Jin, Xiaoxiao Li, Ghassan Hamarneh",AI FOR SOCIAL IMPACT TRACK
College Student Retention Risk Analysis from Educational Database Using Multi-Task Multi-Modal Neural Fusion,2022,AAAI,Mohammad Arif Ul Alam,MAIN TRACK
Approval-Based Committee Voting under Incomplete Information,2022,AAAI,"Aviram Imber, Jonas Israel, Markus Brill, Benny Kimelfeld",MAIN TRACK
Socially Fair Mitigation of Misinformation on Social Networks via Constraint Stochastic Optimization,2022,AAAI,"Ahmed Abouzeid, Ole-Christoffer Granmo, Christian Webersik, Morten Goodwin",AI FOR SOCIAL IMPACT TRACK
Compilation of Aggregates in ASP Systems,2022,AAAI,"Giuseppe Mazzotta, Francesco Ricca, Carmine Dodaro",MAIN TRACK
Dist2Cycle: A Simplicial Neural Network for Homology Localization,2022,AAAI,"Alexandros D Keros, Vidit Nanda, kartic s subr",MAIN TRACK
Iterative Calculus of Voting under Plurality,2022,AAAI,Fabricio Vasselai,MAIN TRACK
Axiomatization of Aggregates in Answer Set Programming,2022,AAAI,"Jorge Fandinno, Zach Hansen, Yuliya Lierler",MAIN TRACK
Secretary Matching with Vertex Arrivals and No Rejections,2022,AAAI,Mohak Goyal,MAIN TRACK
"Federated Dynamic Sparse Training: Computing Less, Communicating Less, Yet Learning Better",2022,AAAI,"Sameer Bibikar, Haris Vikalo, Zhangyang Wang, Xiaohan Chen",MAIN TRACK
Achieving Zero Constraint Violation for Constrained Reinforcement Learning via Primal-Dual Approach,2022,AAAI,"Qinbo Bai, Amrit Singh Bedi, Mridul Agarwal, Alec Koppel, Vaneet Aggarwal",MAIN TRACK
Characterizing the Program Expressive Power of Existential Rule Languages,2022,AAAI,"Heng Zhang, Guifei Jiang",MAIN TRACK
Robust Heterogeneous Graph Neural Networks against Adversarial Attacks,2022,AAAI,"Mengmei Zhang, Xiao Wang, Meiqi Zhu, Chuan Shi, Zhiqiang Zhang, Jun Zhou",MAIN TRACK
Sequential Blocked Matching,2022,AAAI,"Nicholas Bishop, Hau Chan, Debmalya Mandal, Long Tran-Thanh",MAIN TRACK
Deep Clustering of Text Representations for Supervision-Free Probing of Syntax,2022,AAAI,"Vikram Gupta, Haoyue Shi, Kevin Gimpel, Mrinmaya Sachan",MAIN TRACK
Towards Multimodal Vision-Language Models Generating Non-generic Text,2022,AAAI,Wes J Robbins,UNDERGRADUATE CONSORTIUM
UCTransNet: Rethinking the Skip Connections in U-Net from a Channel-Wise Perspective with Transformer,2022,AAAI,"Haonan Wang, Peng Cao, Jiaqi Wang, Osmar R. Zaiane",MAIN TRACK
Efficient Non-Local Contrastive Attention for Image Super-Resolution,2022,AAAI,"Bin Xia, Yucheng Hang, Yapeng Tian, Wenming Yang, Qingmin Liao, Jie Zhou",MAIN TRACK
Transformer-Based Unsupervised Learning for Early Detection of Sepsis (Student Abstract),2022,AAAI,"Yutao Dou, Wei Li, Albert Zomaya",STUDENT ABSTRACT AND POSTER PROGRAM
Confidence Calibration for Intent Detection via Hyperspherical Space and Rebalanced Accuracy-Uncertainty Loss,2022,AAAI,"Yantao Gong, Cao Liu, Fan Yang, Xunliang Cai, Guanglu Wan, Jiansong Chen, Weipeng Zhang, Houfeng Wang",MAIN TRACK
Improving Human-Object Interaction Detection via Phrase Learning and Label Composition,2022,AAAI,"Zhimin Li, Cheng Zou, Yu Zhao, Sheng Zhong, Boxun Li",MAIN TRACK
Spatial Frequency Bias in Convolutional Generative Adversarial Networks,2022,AAAI,"Mahyar Khayatkhoei, Ahmed Elgammal",MAIN TRACK
Neural Marionette: Unsupervised Learning of Motion Skeleton and Latent Dynamics from Volumetric Video,2022,AAAI,"Jinseok Bae, Hojun Jang, Cheol-Hui Min, Hyungun Choi, Young Min Kim",MAIN TRACK
Towards Building ASR Systems for the Next Billion Users,2022,AAAI,"Tahir Javed, Sumanth Doddapaneni, Abhigyan Raman, Kaushal Santosh Bhogale, Gowtham Ramesh, Anoop Kunchukuttan, Pratyush Kumar, Mitesh M. Khapra",MAIN TRACK
Distributed Learning with Strategic Users: A Repeated Game Approach,2022,AAAI,"Abdullah Basar Akbay, Junshan Zhang",MAIN TRACK
HoD-Net: High-Order Differentiable Deep Neural Networks and Applications,2022,AAAI,"Siyuan Shen, Tianjia Shao, Kun Zhou, Chenfanfu Jiang, Feng Luo, Yin Yang",MAIN TRACK
SyncTalkFace: Talking Face Generation with Precise Lip-Syncing via Audio-Lip Memory,2022,AAAI,"Se Jin Park, Minsu Kim, Joanna Hong, Jeongsoo Choi, Yong Man Ro",MAIN TRACK
Numerical Approximations of Log Gaussian Cox Process (Student Abstract),2022,AAAI,"Francois Buet-Golfouse, Hans Roggeman",STUDENT ABSTRACT AND POSTER PROGRAM
SPATE-GAN: Improved Generative Modeling of Dynamic Spatio-Temporal Patterns with an Autoregressive Embedding Loss,2022,AAAI,"Konstantin Klemmer, Tianlin Xu, Beatrice Acciaio, Daniel B. Neill",MAIN TRACK
Anatomizing Bias in Facial Analysis,2022,AAAI,"Richa Singh, Puspita Majumdar, Surbhi Mittal, Mayank Vatsa",SENIOR MEMBER PRESENTATION TRACK - SUMMARY
Towards Light-Weight and Real-Time Line Segment Detection,2022,AAAI,"Geonmo Gu, Byungsoo Ko, SeoungHyun Go, Sung-Hyun Lee, Jingeun Lee, Minchul Shin",MAIN TRACK
Texture Reformer: Towards Fast and Universal Interactive Texture Transfer,2022,AAAI,"Zhizhong Wang, Lei Zhao, Haibo Chen, Ailin Li, Zhiwen Zuo, Wei Xing, Dongming Lu",MAIN TRACK
Hierarchical Context Tagging for Utterance Rewriting,2022,AAAI,"Lisa Jin, Linfeng Song, Lifeng Jin, Dong Yu, Daniel Gildea",MAIN TRACK
Tractable Explanations for d-DNNF Classifiers,2022,AAAI,"Xuanxiang Huang, Yacine Izza, Alexey Ignatiev, Martin C Cooper, Nicholas Asher, Joao Marques-Silva",MAIN TRACK
Unsupervised Editing for Counterfactual Stories,2022,AAAI,"Jiangjie Chen, Chun Gan, Sijie Cheng, Hao Zhou, Yanghua Xiao, Lei Li",MAIN TRACK
A First Mathematical Runtime Analysis of the Non-Dominated Sorting Genetic Algorithm II (NSGA-II),2022,AAAI,"Weijie Zheng, Yufei Liu, Benjamin Doerr",MAIN TRACK
Partial Wasserstein Covering,2022,AAAI,"Keisuke Kawano, Satoshi Koide, Keisuke Otaki",MAIN TRACK
Picking Pearl from Seabed: Extracting Artefacts from Noisy Issue Triaging Collaborative Conversations for Hybrid Cloud Services,2022,AAAI,"Amar Prakash Azad, Supriyo Ghosh, Ajay Gupta, Harshit Kumar, Prateeti Mohapatra, Lena Eckstein, Leonard Posner, Robert Kern",MAIN TRACK
Fair Conformal Predictors for Applications in Medical Imaging,2022,AAAI,"Charles Lu, Andreanne Lemay, Ken Chang, Kathi Hoebel, Jayashree Kalpathy-Cramer",AI FOR SOCIAL IMPACT TRACK
Contrastive Quantization with Code Memory for Unsupervised Image Retrieval,2022,AAAI,"Jinpeng Wang, Ziyun Zeng, Bin Chen, Tao Dai, Shu-Tao Xia",MAIN TRACK
Cross-Domain Collaborative Normalization via Structural Knowledge,2022,AAAI,"Haifeng Xia, Zhengming Ding",MAIN TRACK
Explainable Shapley-Based Allocation (Student Abstract),2022,AAAI,"Meir Nizri, Noam Hazon, Amos Azaria",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Choices Are Not Independent: Stackelberg Security Games with Nested Quantal Response Models,2022,AAAI,"Tien Mai, Arunesh Sinha",MAIN TRACK
Hedonic Games with Fixed-Size Coalitions,2022,AAAI,"Vittorio Bilò, Gianpiero Monaco, Luca Moscardelli",MAIN TRACK
Mutual Nearest Neighbor Contrast and Hybrid Prototype Self-Training for Universal Domain Adaptation,2022,AAAI,"Liang Chen, Qianjin Du, Yihang Lou, Jianzhong He, Tao Bai, Minghua Deng",MAIN TRACK
Learning from Weakly-Labeled Web Videos via Exploring Sub-Concepts,2022,AAAI,"Kunpeng Li, Zizhao Zhang, Guanhang Wu, Xuehan Xiong, Chen-Yu Lee, Zhichao Lu, Yun Fu, Tomas Pfister",MAIN TRACK
Hybrid Curriculum Learning for Emotion Recognition in Conversation,2022,AAAI,"Lin Yang, Yi Shen, Yue Mao, LongJun Cai",MAIN TRACK
SOIT: Segmenting Objects with Instance-Aware Transformers,2022,AAAI,"Xiaodong Yu, Dahu Shi, Xing Wei, Ye Ren, Tingqun Ye, Wenming Tan",MAIN TRACK
Learning-Augmented Algorithms for Online Steiner Tree,2022,AAAI,"Chenyang Xu, Benjamin Moseley",MAIN TRACK
LOREN: Logic-Regularized Reasoning for Interpretable Fact Verification,2022,AAAI,"Jiangjie Chen, Qiaoben Bao, Changzhi Sun, Xinbo Zhang, Jiaze Chen, Hao Zhou, Yanghua Xiao, Lei Li",MAIN TRACK
Rethinking the Two-Stage Framework for Grounded Situation Recognition,2022,AAAI,"Meng Wei, Long Chen, Wei Ji, Xiaoyu Yue, Tat-Seng Chua",MAIN TRACK
Adversarial Bone Length Attack on Action Recognition,2022,AAAI,"Nariki Tanaka, Hiroshi Kera, Kazuhiko Kawamoto",MAIN TRACK
Rethinking Influence Functions of Neural Networks in the Over-Parameterized Regime,2022,AAAI,"Rui Zhang, Shihua Zhang",MAIN TRACK
Detecting Neighborhood Gentrification at Scale via Street Views and POIs (Student Abstract),2022,AAAI,Tianyuan Huang,STUDENT ABSTRACT AND POSTER PROGRAM
Text is No More Enough! A Benchmark for Profile-Based Spoken Language Understanding,2022,AAAI,"Xiao Xu, Libo Qin, Kaiji Chen, Guoxing Wu, Linlin Li, Wanxiang Che, Ting Liu",MAIN TRACK
Distributed Randomized Sketching Kernel Learning,2022,AAAI,"Rong Yin, Yong Liu, Dan Meng",MAIN TRACK
DiPS: Differentiable Policy for Sketching in Recommender Systems,2022,AAAI,"Aritra Ghosh, Saayan Mitra, Andrew Lan",MAIN TRACK
A Unified Framework for Real Time Motion Completion,2022,AAAI,"Yinglin Duan, Yue Lin, Zhengxia Zou, Yi Yuan, Zhehui Qian, Bohan Zhang",MAIN TRACK
Directed Graph Auto-Encoders,2022,AAAI,"Georgios Kollias, Vasileios Kalantzis, Tsuyoshi Idé, Aurélie Lozano, Naoki Abe",MAIN TRACK
Cross-Domain Empirical Risk Minimization for Unbiased Long-Tailed Classification,2022,AAAI,"Beier Zhu, Yulei Niu, Xian-Sheng Hua, Hanwang Zhang",MAIN TRACK
SenTag: A Web-Based Tool for Semantic Annotation of Textual Documents,2022,AAAI,"Andrea Loreggia, Simone Mosco, Alberto Zerbinati",DEMONSTRATIONS
Towards Versatile Pedestrian Detector with Multisensory-Matching and Multispectral Recalling Memory,2022,AAAI,"Jung Uk Kim, Sungjune Park, Yong Man Ro",MAIN TRACK
Learning to Evolve on Dynamic Graphs (Student Abstract),2022,AAAI,"Xintao Xiang, Tiancheng Huang, Donglin Wang",STUDENT ABSTRACT AND POSTER PROGRAM
Competing Mutual Information Constraints with Stochastic Competition-Based Activations for Learning Diversified Representations,2022,AAAI,"Konstantinos Panousis, Anastasios Antoniades, Sotirios Chatzis",MAIN TRACK
Participatory Budgeting with Donations and Diversity Constraints,2022,AAAI,"Jiehua Chen, Martin Lackner, Jan Maly",MAIN TRACK
Probing Word Syntactic Representations in the Brain by a Feature Elimination Method,2022,AAAI,"Xiaohan Zhang, Shaonan Wang, Nan Lin, Jiajun Zhang, Chengqing Zong",MAIN TRACK
Beyond GNNs: An Efficient Architecture for Graph Problems,2022,AAAI,"Pranjal Awasthi, Abhimanyu Das, Sreenivas Gollapudi",MAIN TRACK
Inferring Lexicographically-Ordered Rewards from Preferences,2022,AAAI,"Alihan Hüyük, William R. Zame, Mihaela van der Schaar",MAIN TRACK
RES: An Interpretable Replicability Estimation System for Research Publications,2022,AAAI,"Zhuoer Wang, Qizhang Feng, Mohinish Chatterjee, Xing Zhao, Yezi Liu, Yuening Li, Abhay Kumar Singh, Frank M. Shipman, Xia Hu, James Caverlee",DEMONSTRATIONS
Explore Inter-Contrast between Videos via Composition for Weakly Supervised Temporal Sentence Grounding,2022,AAAI,"Jiaming Chen, Weixin Luo, Wei Zhang, Lin Ma",MAIN TRACK
Cross-Dataset Collaborative Learning for Semantic Segmentation in Autonomous Driving,2022,AAAI,"li wang, Dong Li, Han Liu, JinZhang Peng, Lu Tian, Yi Shan",MAIN TRACK
Style Mixing and Patchwise Prototypical Matching for One-Shot Unsupervised Domain Adaptive Semantic Segmentation,2022,AAAI,"Xinyi Wu, Zhenyao Wu, Yuhang Lu, Lili Ju, Song Wang",MAIN TRACK
Multiscale Generative Models: Improving Performance of a Generative Model Using Feedback from Other Dependent Generative Models,2022,AAAI,"Changyu Chen, Avinandan Bose, Shih-Fen Cheng, Arunesh Sinha",MAIN TRACK
Learning Human Driving Behaviors with Sequential Causal Imitation Learning,2022,AAAI,"Kangrui Ruan, Xuan Di",MAIN TRACK
ASP-Based Declarative Process Mining,2022,AAAI,"Francesco Chiariello, Fabrizio Maria Maggi, Fabio Patrizi",MAIN TRACK
Deconfounding Physical Dynamics with Global Causal Relation and Confounder Transmission for Counterfactual Prediction,2022,AAAI,"Zongzhao Li, Xiangyu Zhu, Zhen Lei, Zhaoxiang Zhang",MAIN TRACK
Content-Variant Reference Image Quality Assessment via Knowledge Distillation,2022,AAAI,"Guanghao Yin, Wei Wang, Zehuan Yuan, Chuchu Han, Wei Ji, shouqian sun, Changhu Wang",MAIN TRACK
Understanding Stochastic Optimization Behavior at the Layer Update Level (Student Abstract),2022,AAAI,"Jack Zhang, Guan Xiong Qiao, Alexandru Lopotenco, Ian Tong Pan",STUDENT ABSTRACT AND POSTER PROGRAM
Interventional Multi-Instance Learning with Deconfounded Instance-Level Prediction,2022,AAAI,"Tiancheng Lin, Hongteng Xu, Canqian Yang, Yi Xu",MAIN TRACK
Pretrained Cost Model for Distributed Constraint Optimization Problems,2022,AAAI,"Yanchen Deng, Shufeng Kong, Bo An",MAIN TRACK
Attention-Aligned Transformer for Image Captioning,2022,AAAI,Zhengcong Fei,MAIN TRACK
GraphMemDialog: Optimizing End-to-End Task-Oriented Dialog Systems Using Graph Memory Networks,2022,AAAI,"Jie Wu, Ian G. Harris, Hongzhi Zhao",MAIN TRACK
Energy-Based Generative Cooperative Saliency Prediction,2022,AAAI,"Jing Zhang, Jianwen Xie, Zilong Zheng, Nick Barnes",MAIN TRACK
On the Relation between Distributionally Robust Optimization and Data Curation (Student Abstract),2022,AAAI,"Agnieszka S≈Çowik, Leon Bottou, ,",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Robust Optimal Classification Trees Against Adversarial Examples,2022,AAAI,"Daniël Vos, Sicco Verwer",MAIN TRACK
Adaptive Poincaré Point to Set Distance for Few-Shot Classification,2022,AAAI,"RONGKAI MA, Pengfei Fang, Tom Drummond, Mehrtash Harandi",MAIN TRACK
Deconfounded Visual Grounding,2022,AAAI,"Jianqiang Huang, Yu Qin, Jiaxin Qi, Qianru Sun, Hanwang Zhang",MAIN TRACK
Enhancing Counterfactual Classification Performance via Self-Training,2022,AAAI,"Ruijiang Gao, Max Biggs, Wei Sun, Ligong Han",MAIN TRACK
PosterBot: A System for Generating Posters of Scientific Papers with Neural Models,2022,AAAI,"Sheng Xu, Xiaojun Wan",DEMONSTRATIONS
Leaping through Time with Gradient-Based Adaptation for Recommendation,2022,AAAI,"Nuttapong Chairatanakul, Hoang NT, Xin Liu, Tsuyoshi Murata",MAIN TRACK
Playing Lottery Tickets with Vision and Language,2022,AAAI,"Zhe Gan, Yen-Chun Chen, Linjie Li, Tianlong Chen, Yu Cheng, Shuohang Wang, Jingjing Liu, Lijuan Wang, Zicheng Liu",MAIN TRACK
Certified Robustness of Nearest Neighbors Against Data Poisoning and Backdoor Attacks,2022,AAAI,"Jinyuan Jia, Yupei Liu, Xiaoyu Cao, Neil Zhenqiang Gong",MAIN TRACK
